OrderID,CustomerID,OrderDate,Revenue,Cost,PromotionType
O003017,C01516,2024-03-31,113.32,61.6,Free Shipping
O003018,C01516,2024-05-15,172.05,92.85,None
O003019,C01516,2024-06-23,93.8,62.15,None
O003020,C01517,2024-03-11,119.36,62.51,Free Shipping
O003021,C01518,2024-08-17,82.6,53.43,Percent Off
O003022,C01518,2024-09-25,77.3,50.58,None
O003023,C01518,2024-11-02,96.56,54.75,None
O003024,C01518,2024-09-14,106.16,62.94,None
O003025,C01518,2024-09-24,75.52,42.98,None
O003026,C01518,2024-10-05,99.72,52.82,None
O003027,C01519,2024-12-10,94.58,66.15,Percent Off
O003028,C01520,2024-05-09,87.9,47.41,Percent Off
O003029,C01520,2024-07-08,79.84,43.21,None
O003030,C01520,2024-09-05,141.93,82.4,None
O003031,C01520,2024-08-03,105.48,58.07,None
O003032,C01520,2024-06-18,88.12,49.55,None
O003033,C01521,2024-10-16,175.37,107.66,None
O003034,C01522,2024-10-27,114.97,61.91,None
O003035,C01523,2024-12-09,101.34,56.89,None
O003036,C01524,2024-05-13,133.47,78.73,None
O003037,C01525,2024-11-13,129.91,83.51,Free Shipping
O003038,C01525,2024-12-19,146.96,96.07,None
O003039,C01525,2024-12-18,73.13,51.11,None
O003040,C01526,2024-06-10,101.2,51.38,Percent Off
O003041,C01526,2024-10-04,138.49,85.39,None
O003042,C01526,2024-09-20,89.31,61.37,None
O003043,C01527,2024-03-08,112.35,58.07,None
O003044,C01528,2024-06-25,101.82,61.44,Percent Off
O003045,C01528,2024-09-11,60.83,35.66,None
O003046,C01528,2024-10-03,110.18,69.06,None
O003047,C01528,2024-08-08,81.0,56.49,None
O003048,C01529,2024-04-25,105.8,59.37,None
O003049,C01529,2024-06-29,145.53,81.38,None
O003050,C01529,2024-06-14,156.17,95.63,None
O003051,C01529,2024-05-17,159.88,101.25,None
O003052,C01529,2024-08-10,158.43,106.81,None
O003053,C01529,2024-06-25,140.5,82.33,None
O003054,C01530,2024-07-18,105.65,66.38,Percent Off
O003055,C01531,2024-04-17,117.49,79.24,None
O003056,C01531,2024-05-25,101.57,64.46,None
O003057,C01531,2024-05-24,109.45,69.33,None
O003058,C01532,2024-08-12,75.73,51.43,BOGOF
O003059,C01532,2024-11-25,98.78,54.14,None
O003060,C01532,2024-10-17,99.85,60.22,None
O003061,C01532,2024-11-24,73.86,48.11,None
O003062,C01532,2024-11-06,119.05,66.89,None
O003063,C01532,2024-11-30,115.63,67.91,None
O003064,C01533,2024-06-06,132.14,86.94,None
O003065,C01534,2024-02-22,65.57,45.06,Percent Off
O003066,C01534,2024-05-24,68.24,44.86,None
O003067,C01534,2024-05-09,112.44,75.8,None
O003068,C01535,2024-09-15,99.08,62.1,Percent Off
O003069,C01536,2024-08-27,76.14,47.45,Percent Off
O003070,C01536,2024-11-21,93.42,65.06,None
O003071,C01537,2024-05-16,88.57,61.53,Free Shipping
O003072,C01537,2024-08-21,139.15,90.66,None
O003073,C01537,2024-07-17,89.82,54.47,None
O003074,C01537,2024-06-28,119.21,68.11,None
O003075,C01537,2024-08-10,131.51,89.7,None
O003076,C01537,2024-07-26,133.69,67.24,None
O003077,C01538,2024-07-15,87.1,44.97,BOGOF
O003078,C01538,2024-10-25,117.73,75.38,None
O003079,C01538,2024-09-26,100.69,59.89,None
O003080,C01539,2024-05-04,120.35,71.44,Percent Off
O003081,C01539,2024-08-02,82.99,43.49,None
O003082,C01539,2024-07-18,89.42,57.23,None
O003083,C01539,2024-05-31,99.7,52.22,None
O003084,C01539,2024-07-29,94.87,63.56,None
O003085,C01540,2024-07-16,125.09,77.55,Percent Off
O003086,C01540,2024-08-21,79.88,41.92,None
O003087,C01540,2024-09-30,47.07,26.32,None
O003088,C01540,2024-09-30,99.74,51.21,None
O003089,C01541,2024-03-02,91.25,47.85,Percent Off
O003090,C01541,2024-04-27,116.12,70.29,None
O003091,C01541,2024-06-12,94.94,65.65,None
O003092,C01542,2024-10-01,103.3,72.22,None
O003093,C01543,2024-10-16,88.76,51.74,BOGOF
O003094,C01544,2024-06-16,80.73,52.02,Percent Off
O003095,C01545,2024-09-12,100.72,52.67,None
O003096,C01545,2024-10-13,142.55,78.2,None
O003097,C01545,2024-12-26,157.28,88.65,None
O003098,C01545,2024-10-08,163.04,87.28,None
O003099,C01545,2024-12-02,142.1,83.85,None
O003100,C01546,2024-07-18,75.48,42.62,Percent Off
O003101,C01547,2024-11-03,94.72,61.45,Percent Off
O003102,C01548,2024-10-16,145.57,92.76,BOGOF
O003103,C01548,2024-11-08,123.3,71.91,None
O003104,C01548,2024-11-17,95.69,49.63,None
O003105,C01549,2024-11-26,67.14,35.3,Percent Off
O003106,C01549,2024-12-23,99.15,64.47,None
O003107,C01549,2024-12-17,72.42,37.64,None
O003108,C01549,2024-12-17,89.03,50.34,None
O003109,C01550,2024-12-20,110.92,57.41,None
O003110,C01551,2024-02-19,118.34,67.69,Free Shipping
O003111,C01551,2024-04-20,103.39,55.75,None
O003112,C01551,2024-05-16,136.19,83.02,None
O003113,C01551,2024-06-17,140.91,73.27,None
O003114,C01551,2024-05-23,111.78,61.65,None
O003115,C01551,2024-03-24,105.77,59.67,None
O003116,C01552,2024-08-27,99.59,57.51,BOGOF
O003117,C01553,2024-11-26,87.29,51.46,Percent Off
O003118,C01554,2024-08-04,92.83,55.1,BOGOF
O003119,C01554,2024-11-29,62.33,36.51,None
O003120,C01554,2024-11-15,145.27,100.75,None
O003121,C01554,2024-10-17,94.33,47.53,None
O003122,C01554,2024-11-21,149.78,75.91,None
O003123,C01554,2024-09-10,132.43,84.96,None
O003124,C01555,2024-04-07,129.82,75.45,None
O003125,C01555,2024-05-29,130.66,82.43,None
O003126,C01555,2024-07-19,145.4,75.02,None
O003127,C01556,2024-12-06,115.56,70.0,Free Shipping
O003128,C01557,2024-05-27,105.35,61.71,None
O003129,C01558,2024-05-08,102.62,71.01,BOGOF
O003130,C01558,2024-08-29,108.98,72.97,None
O003131,C01558,2024-06-14,123.42,63.5,None
O003132,C01559,2024-08-12,60.01,40.05,Percent Off
O003133,C01559,2024-12-09,125.56,70.22,None
O003134,C01559,2024-09-19,114.65,69.02,None
O003135,C01560,2024-07-01,114.71,63.15,Percent Off
O003136,C01561,2024-05-15,76.3,38.61,BOGOF
O003137,C01562,2024-05-11,104.06,67.69,Percent Off
O003138,C01562,2024-08-08,82.73,51.99,None
O003139,C01562,2024-06-16,135.92,68.62,None
O003140,C01563,2024-05-15,80.88,50.31,Percent Off
O003141,C01564,2024-10-08,77.49,48.68,Percent Off
O003142,C01565,2024-01-02,89.86,61.09,BOGOF
O003143,C01566,2024-11-02,49.02,28.47,Free Shipping
O003144,C01566,2024-11-24,121.44,74.43,None
O003145,C01566,2024-12-23,161.2,110.6,None
O003146,C01567,2024-10-15,139.81,81.88,None
O003147,C01568,2024-09-18,111.91,65.24,None
O003148,C01568,2024-11-06,85.57,50.94,None
O003149,C01568,2024-11-01,140.17,88.64,None
O003150,C01568,2024-11-03,144.7,85.12,None
O003151,C01569,2024-05-20,82.59,50.98,Percent Off
O003152,C01570,2024-10-16,120.88,68.82,None
O003153,C01570,2024-12-18,156.73,96.11,None
O003154,C01571,2024-05-07,91.21,56.77,None
O003155,C01572,2024-06-08,66.55,35.1,Percent Off
O003156,C01573,2024-09-05,68.61,42.77,Percent Off
O003157,C01573,2024-12-18,117.91,60.13,None
O003158,C01574,2024-01-26,89.26,50.88,BOGOF
O003159,C01574,2024-04-10,130.5,85.06,None
O003160,C01574,2024-05-25,98.31,54.99,None
O003161,C01575,2024-03-07,59.21,30.92,Percent Off
O003162,C01576,2024-01-07,78.97,43.71,Percent Off
O003163,C01577,2024-06-19,113.17,74.44,Percent Off
O003164,C01578,2024-04-23,97.49,55.55,Free Shipping
O003165,C01579,2024-10-06,92.22,52.15,Percent Off
O003166,C01580,2024-02-02,86.45,47.88,Percent Off
O003167,C01581,2024-06-10,86.39,53.79,BOGOF
O003168,C01581,2024-08-19,160.21,87.55,None
O003169,C01581,2024-08-13,121.61,63.26,None
O003170,C01582,2024-01-26,109.49,67.6,Percent Off
O003171,C01583,2024-11-16,71.26,42.09,Percent Off
O003172,C01584,2024-08-13,132.97,87.19,None
O003173,C01585,2024-05-24,105.88,72.49,None
O003174,C01585,2024-07-29,178.78,97.09,None
O003175,C01585,2024-08-22,140.59,92.3,None
O003176,C01585,2024-07-08,84.36,56.33,None
O003177,C01586,2024-06-18,49.67,34.24,Percent Off
O003178,C01586,2024-07-22,138.13,85.98,None
O003179,C01586,2024-08-30,57.1,29.74,None
O003180,C01586,2024-09-24,89.74,46.22,None
O003181,C01586,2024-07-11,129.52,86.45,None
O003182,C01586,2024-09-03,60.79,32.63,None
O003183,C01587,2024-03-14,57.11,34.42,BOGOF
O003184,C01588,2024-03-12,58.57,35.77,Percent Off
O003185,C01589,2024-09-02,149.12,87.6,Free Shipping
O003186,C01590,2024-03-13,128.77,88.18,None
O003187,C01591,2024-01-14,101.16,70.19,Percent Off
O003188,C01592,2024-03-30,84.22,45.07,Percent Off
O003189,C01593,2024-03-16,99.5,64.04,BOGOF
O003190,C01593,2024-04-29,118.02,82.42,None
O003191,C01593,2024-04-08,98.75,62.85,None
O003192,C01594,2024-10-01,26.94,14.02,Percent Off
O003193,C01594,2024-11-02,76.61,43.45,None
O003194,C01595,2024-08-20,118.44,68.2,None
O003195,C01596,2024-06-01,51.56,34.55,Percent Off
O003196,C01596,2024-08-29,94.26,65.55,None
O003197,C01596,2024-07-17,94.58,56.24,None
O003198,C01596,2024-09-04,92.68,64.29,None
O003199,C01596,2024-09-23,107.87,61.14,None
O003200,C01596,2024-09-16,105.37,73.59,None
O003201,C01597,2024-08-13,122.47,80.24,Free Shipping
O003202,C01598,2024-07-05,113.54,74.88,Free Shipping
O003203,C01599,2024-09-24,132.14,80.17,None
O003204,C01600,2024-03-15,48.16,33.54,Percent Off
O003205,C01600,2024-07-12,140.42,82.75,None
O003206,C01600,2024-04-07,89.37,45.91,None
O003207,C01601,2024-04-23,129.34,81.44,None
O003208,C01602,2024-01-13,84.38,45.02,BOGOF
O003209,C01603,2024-11-27,128.8,88.74,None
O003210,C01604,2024-02-24,118.55,64.39,BOGOF
O003211,C01605,2024-01-20,94.18,61.79,Percent Off
O003212,C01605,2024-04-06,66.45,45.03,None
O003213,C01605,2024-04-11,142.64,96.69,None
O003214,C01605,2024-05-06,67.25,36.44,None
O003215,C01606,2024-10-27,28.84,19.92,Percent Off
O003216,C01606,2024-11-30,96.06,59.35,None
O003217,C01606,2024-12-14,130.09,88.73,None
O003218,C01607,2024-01-24,55.21,30.63,Percent Off
O003219,C01608,2024-07-31,135.49,86.16,None
O003220,C01609,2024-04-28,114.73,64.57,Percent Off
O003221,C01610,2024-10-09,92.12,49.53,Free Shipping
O003222,C01610,2024-12-23,80.11,46.97,None
O003223,C01611,2024-05-28,73.59,48.42,Free Shipping
O003224,C01612,2024-10-23,127.72,66.73,None
O003225,C01613,2024-03-07,129.09,89.99,None
O003226,C01614,2024-11-12,60.43,41.78,Percent Off
O003227,C01614,2024-12-11,91.85,58.65,None
O003228,C01614,2024-12-21,129.57,69.97,None
O003229,C01614,2024-12-30,98.73,66.07,None
O003230,C01615,2024-11-24,123.2,84.9,None
O003231,C01616,2024-12-21,123.87,64.91,None
O003232,C01617,2024-10-17,108.85,58.65,None
O003233,C01618,2024-11-04,86.3,48.8,BOGOF
O003234,C01618,2024-12-24,125.61,72.69,None
O003235,C01618,2024-12-10,146.76,87.39,None
O003236,C01619,2024-03-20,98.3,64.55,Free Shipping
O003237,C01620,2024-11-08,68.75,35.45,Percent Off
O003238,C01621,2024-12-08,61.78,32.72,Percent Off
O003239,C01622,2024-07-21,114.48,79.09,Percent Off
O003240,C01623,2024-05-13,111.17,76.74,None
O003241,C01624,2024-03-16,139.13,69.97,None
O003242,C01625,2024-05-13,114.59,59.39,Percent Off
O003243,C01625,2024-07-05,64.38,41.92,None
O003244,C01625,2024-09-07,94.69,55.89,None
O003245,C01626,2024-02-05,103.0,65.17,BOGOF
O003246,C01627,2024-08-08,123.32,82.07,None
O003247,C01628,2024-12-30,62.8,38.13,Percent Off
O003248,C01629,2024-11-22,101.46,61.55,BOGOF
O003249,C01630,2024-09-26,102.74,55.27,BOGOF
O003250,C01630,2024-11-22,63.17,34.33,None
O003251,C01631,2024-07-24,136.45,74.07,None
O003252,C01632,2024-06-13,101.71,53.76,BOGOF
O003253,C01632,2024-07-21,121.34,77.43,None
O003254,C01632,2024-10-01,128.62,78.37,None
O003255,C01632,2024-07-27,119.22,75.48,None
O003256,C01633,2024-09-02,123.4,68.24,None
O003257,C01634,2024-07-31,132.78,80.13,BOGOF
O003258,C01635,2024-08-10,61.38,38.69,Free Shipping
O003259,C01635,2024-11-04,118.93,65.46,None
O003260,C01635,2024-09-21,139.41,96.33,None
O003261,C01635,2024-10-30,63.2,33.89,None
O003262,C01635,2024-09-04,109.88,60.31,None
O003263,C01635,2024-11-16,124.63,85.08,None
O003264,C01636,2024-07-06,107.41,58.69,Percent Off
O003265,C01636,2024-09-18,130.78,66.5,None
O003266,C01636,2024-09-06,107.23,62.62,None
O003267,C01637,2024-01-12,113.92,67.62,Percent Off
O003268,C01638,2024-11-24,96.13,63.28,Free Shipping
O003269,C01639,2024-06-06,71.2,45.99,Percent Off
O003270,C01640,2024-11-27,115.28,80.0,None
O003271,C01641,2024-07-10,111.19,72.98,Free Shipping
O003272,C01642,2024-10-10,143.21,88.64,None
O003273,C01643,2024-08-02,107.94,63.77,Percent Off
O003274,C01643,2024-08-26,80.64,45.03,None
O003275,C01643,2024-08-30,130.54,74.39,None
O003276,C01643,2024-11-12,71.45,38.76,None
O003277,C01643,2024-10-24,64.62,33.45,None
O003278,C01643,2024-10-28,80.49,53.61,None
O003279,C01644,2024-09-10,77.0,39.5,Percent Off
O003280,C01645,2024-12-24,95.08,51.56,Percent Off
O003281,C01646,2024-05-28,105.59,59.63,Free Shipping
O003282,C01647,2024-03-27,108.25,69.28,Percent Off
O003283,C01647,2024-07-08,138.9,92.79,None
O003284,C01647,2024-06-05,106.17,70.21,None
O003285,C01647,2024-05-20,69.94,48.71,None
O003286,C01647,2024-06-22,137.48,87.04,None
O003287,C01648,2024-05-30,111.93,78.12,None
O003288,C01648,2024-08-17,155.55,88.99,None
O003289,C01648,2024-08-03,155.73,88.51,None
O003290,C01648,2024-09-25,142.07,84.24,None
O003291,C01648,2024-08-27,127.52,87.11,None
O003292,C01648,2024-09-26,148.03,98.54,None
O003293,C01649,2024-12-30,85.28,58.92,Free Shipping
O003294,C01650,2024-07-14,62.0,34.89,Percent Off
O003295,C01650,2024-09-07,104.17,69.78,None
O003296,C01650,2024-09-26,65.55,33.42,None
O003297,C01650,2024-09-09,108.0,67.32,None
O003298,C01650,2024-10-01,118.83,74.29,None
O003299,C01650,2024-09-01,82.61,54.51,None
O003300,C01651,2024-12-28,66.61,37.39,Free Shipping
O003301,C01652,2024-12-30,110.62,57.85,BOGOF
O003302,C01653,2024-07-06,69.3,38.84,None
O003303,C01654,2024-05-28,122.81,68.62,BOGOF
O003304,C01655,2024-08-27,107.93,62.22,Free Shipping
O003305,C01656,2024-05-08,121.82,77.16,Free Shipping
O003306,C01657,2024-09-14,98.26,54.73,Percent Off
O003307,C01658,2024-04-28,127.41,77.66,None
O003308,C01659,2024-06-13,82.86,46.58,Free Shipping
O003309,C01660,2024-07-17,111.83,58.12,None
O003310,C01661,2024-01-12,98.85,51.32,None
O003311,C01661,2024-02-16,161.85,110.28,None
O003312,C01662,2024-07-02,77.55,39.89,Percent Off
O003313,C01663,2024-05-30,92.14,58.36,Percent Off
O003314,C01663,2024-08-24,148.71,93.35,None
O003315,C01663,2024-07-09,68.43,35.24,None
O003316,C01663,2024-08-09,52.22,26.44,None
O003317,C01664,2024-05-29,88.65,54.12,Free Shipping
O003318,C01665,2024-07-29,121.03,67.23,Percent Off
O003319,C01666,2024-02-17,53.14,35.29,Free Shipping
O003320,C01667,2024-07-03,72.72,45.14,Percent Off
O003321,C01668,2024-07-06,67.2,45.82,Percent Off
O003322,C01669,2024-03-25,65.78,33.97,Percent Off
O003323,C01669,2024-04-28,121.75,74.63,None
O003324,C01670,2024-01-09,111.91,72.14,Percent Off
O003325,C01670,2024-05-02,82.68,56.47,None
O003326,C01670,2024-03-30,68.16,41.92,None
O003327,C01670,2024-04-23,98.22,49.68,None
O003328,C01670,2024-04-07,142.99,73.33,None
O003329,C01671,2024-01-15,155.51,84.45,None
O003330,C01672,2024-04-28,126.15,83.53,None
O003331,C01673,2024-04-17,83.41,53.02,BOGOF
O003332,C01674,2024-06-04,149.75,104.58,None
O003333,C01675,2024-11-17,76.55,41.4,Free Shipping
O003334,C01676,2024-05-16,113.76,77.74,None
O003335,C01677,2024-12-12,73.64,43.52,Percent Off
O003336,C01678,2024-11-02,78.07,52.23,BOGOF
O003337,C01679,2024-06-24,51.96,30.15,Percent Off
O003338,C01680,2024-01-21,120.69,81.49,None
O003339,C01681,2024-07-25,110.09,57.41,BOGOF
O003340,C01682,2024-12-05,86.24,45.87,Percent Off
O003341,C01683,2024-08-11,94.82,58.0,Percent Off
O003342,C01683,2024-09-20,66.42,37.68,None
O003343,C01683,2024-11-04,79.4,51.82,None
O003344,C01683,2024-11-01,125.36,81.37,None
O003345,C01683,2024-11-23,120.62,78.35,None
O003346,C01684,2024-12-10,101.68,58.92,None
O003347,C01685,2024-12-30,124.34,66.47,None
O003348,C01686,2024-12-29,108.1,63.28,BOGOF
O003349,C01687,2024-09-07,100.66,64.33,Free Shipping
O003350,C01687,2024-10-24,121.7,81.19,None
O003351,C01687,2024-12-10,72.38,47.12,None
O003352,C01687,2024-10-11,112.92,72.76,None
O003353,C01687,2024-12-17,127.61,75.47,None
O003354,C01688,2024-06-03,89.17,50.44,Free Shipping
O003355,C01688,2024-08-15,93.33,63.76,None
O003356,C01688,2024-07-12,111.63,73.2,None
O003357,C01689,2024-11-11,120.78,62.4,None
O003358,C01690,2024-08-27,106.28,66.17,None
O003359,C01690,2024-12-14,141.89,97.23,None
O003360,C01690,2024-12-23,149.15,98.78,None
O003361,C01690,2024-10-08,141.55,79.44,None
O003362,C01690,2024-11-14,165.85,90.15,None
O003363,C01691,2024-02-19,116.91,62.49,BOGOF
O003364,C01691,2024-06-05,73.17,44.93,None
O003365,C01691,2024-03-16,111.53,72.78,None
O003366,C01691,2024-04-30,98.65,56.57,None
O003367,C01691,2024-04-07,136.03,70.59,None
O003368,C01692,2024-08-18,177.55,100.2,None
O003369,C01692,2024-10-09,129.87,66.35,None
O003370,C01693,2024-01-12,90.44,57.1,BOGOF
O003371,C01694,2024-10-04,113.36,61.51,BOGOF
O003372,C01694,2024-10-24,102.24,66.05,None
O003373,C01694,2024-11-02,119.82,70.29,None
O003374,C01694,2024-11-06,63.93,35.5,None
O003375,C01695,2024-03-04,77.49,51.5,BOGOF
O003376,C01695,2024-03-25,97.67,52.32,None
O003377,C01695,2024-06-01,95.33,55.66,None
O003378,C01695,2024-06-17,53.5,28.66,None
O003379,C01696,2024-10-13,95.96,57.22,BOGOF
O003380,C01697,2024-10-16,121.56,82.59,None
O003381,C01697,2024-12-28,133.79,85.39,None
O003382,C01697,2024-12-02,129.73,82.9,None
O003383,C01697,2024-11-24,179.53,108.47,None
O003384,C01698,2024-10-02,81.97,57.0,BOGOF
O003385,C01698,2024-11-03,74.94,48.71,None
O003386,C01698,2024-11-22,108.99,60.5,None
O003387,C01698,2024-12-29,72.48,39.78,None
O003388,C01698,2024-11-10,74.54,43.69,None
O003389,C01699,2024-07-13,118.52,77.4,Percent Off
O003390,C01699,2024-11-03,95.43,52.24,None
O003391,C01699,2024-11-05,94.63,58.61,None
O003392,C01699,2024-11-09,49.38,27.53,None
O003393,C01700,2024-09-27,87.26,44.6,None
O003394,C01700,2024-12-20,153.72,82.35,None
O003395,C01700,2024-10-22,134.23,72.49,None
O003396,C01700,2024-11-20,138.01,80.44,None
O003397,C01700,2024-12-18,102.7,57.34,None
O003398,C01701,2024-08-05,130.28,87.41,None
O003399,C01702,2024-05-30,67.79,44.65,Percent Off
O003400,C01703,2024-01-20,91.09,47.37,Free Shipping
O003401,C01704,2024-12-26,124.07,72.55,None
O003402,C01705,2024-08-17,71.31,38.7,Percent Off
O003403,C01706,2024-11-10,93.98,56.82,BOGOF
O003404,C01706,2024-12-06,124.08,73.33,None
O003405,C01707,2024-07-06,81.66,45.38,Percent Off
O003406,C01708,2024-09-22,96.73,65.47,None
O003407,C01708,2024-10-17,149.83,78.71,None
O003408,C01709,2024-11-10,141.05,80.3,None
O003409,C01710,2024-09-16,60.3,31.56,BOGOF
O003410,C01711,2024-02-12,130.92,87.74,None
O003411,C01712,2024-02-02,130.47,79.1,Free Shipping
O003412,C01713,2024-11-11,81.74,47.83,BOGOF
O003413,C01713,2024-12-22,93.47,64.65,None
O003414,C01714,2024-12-24,115.99,68.09,None
O003415,C01715,2024-05-28,111.11,60.12,Free Shipping
O003416,C01716,2024-03-13,124.72,82.41,Percent Off
O003417,C01717,2024-03-30,99.68,51.52,None
O003418,C01718,2024-07-04,119.4,67.12,None
O003419,C01719,2024-12-01,97.87,59.07,Percent Off
O003420,C01719,2024-12-23,128.52,75.2,None
O003421,C01720,2024-06-09,105.62,61.16,Percent Off
O003422,C01720,2024-07-15,94.84,64.23,None
O003423,C01720,2024-10-03,136.37,90.36,None
O003424,C01720,2024-09-04,147.02,96.63,None
O003425,C01720,2024-09-13,103.28,71.63,None
O003426,C01720,2024-08-25,124.23,86.87,None
O003427,C01721,2024-09-11,71.14,44.29,None
O003428,C01721,2024-11-06,134.9,90.95,None
O003429,C01721,2024-12-20,125.99,86.67,None
O003430,C01721,2024-11-25,99.92,58.52,None
O003431,C01721,2024-10-06,113.97,68.83,None
O003432,C01721,2024-12-28,84.92,53.19,None
O003433,C01722,2024-01-09,90.57,60.09,BOGOF
O003434,C01722,2024-03-31,144.77,74.53,None
O003435,C01722,2024-04-21,88.14,55.03,None
O003436,C01723,2024-10-14,56.91,29.19,Percent Off
O003437,C01724,2024-05-27,100.85,66.5,BOGOF
O003438,C01725,2024-11-01,131.44,71.15,None
O003439,C01725,2024-11-21,97.74,66.16,None
O003440,C01726,2024-03-09,87.93,45.47,Percent Off
O003441,C01726,2024-03-31,86.15,45.15,None
O003442,C01726,2024-06-30,53.69,28.13,None
O003443,C01726,2024-05-03,112.76,68.42,None
O003444,C01726,2024-04-17,141.35,83.46,None
O003445,C01726,2024-06-09,112.43,59.28,None
O003446,C01727,2024-06-02,73.47,45.39,BOGOF
O003447,C01727,2024-07-31,118.23,76.14,None
O003448,C01727,2024-07-03,87.03,46.31,None
O003449,C01727,2024-07-12,97.43,54.43,None
O003450,C01727,2024-08-15,113.73,77.81,None
O003451,C01727,2024-07-17,138.88,71.57,None
O003452,C01728,2024-02-09,116.29,66.41,None
O003453,C01729,2024-04-17,77.9,51.08,Percent Off
O003454,C01730,2024-05-23,105.68,70.43,None
O003455,C01730,2024-07-11,149.78,95.65,None
O003456,C01731,2024-11-30,91.87,61.88,BOGOF
O003457,C01732,2024-03-18,82.04,41.18,Percent Off
O003458,C01733,2024-07-02,130.11,90.57,None
O003459,C01734,2024-01-13,87.66,53.74,BOGOF
O003460,C01735,2024-05-23,112.19,72.69,None
O003461,C01735,2024-06-29,162.81,112.67,None
O003462,C01735,2024-08-27,116.16,64.49,None
O003463,C01735,2024-09-17,144.8,95.91,None
O003464,C01735,2024-09-13,95.94,62.29,None
O003465,C01735,2024-08-01,185.69,101.84,None
O003466,C01736,2024-01-25,103.51,60.71,Percent Off
O003467,C01736,2024-05-08,85.33,47.87,None
O003468,C01736,2024-03-16,81.22,46.46,None
O003469,C01737,2024-12-18,102.41,52.07,None
O003470,C01738,2024-09-04,91.51,55.59,BOGOF
O003471,C01738,2024-12-11,158.41,110.13,None
O003472,C01739,2024-04-16,162.27,93.05,None
O003473,C01739,2024-07-20,108.17,66.21,None
O003474,C01739,2024-06-02,147.02,102.37,None
O003475,C01739,2024-08-08,154.69,89.95,None
O003476,C01739,2024-08-12,135.84,95.06,None
O003477,C01740,2024-11-03,89.31,55.14,Free Shipping
O003478,C01740,2024-12-01,117.31,77.92,None
O003479,C01740,2024-12-11,136.71,76.23,None
O003480,C01740,2024-11-27,98.58,53.12,None
O003481,C01741,2024-10-23,93.74,58.14,BOGOF
O003482,C01742,2024-12-27,124.32,76.09,None
O003483,C01743,2024-03-15,76.46,51.42,BOGOF
O003484,C01743,2024-05-27,151.99,79.05,None
O003485,C01743,2024-04-18,132.99,73.24,None
O003486,C01743,2024-04-17,82.61,47.19,None
O003487,C01743,2024-06-06,119.16,80.62,None
O003488,C01744,2024-11-06,93.65,52.38,Free Shipping
O003489,C01745,2024-10-18,69.83,45.5,Percent Off
O003490,C01746,2024-08-01,79.64,44.19,Percent Off
O003491,C01746,2024-11-15,88.73,48.0,None
O003492,C01746,2024-08-26,49.96,27.99,None
O003493,C01746,2024-09-09,115.44,74.17,None
O003494,C01746,2024-09-02,83.16,52.14,None
O003495,C01747,2024-07-20,135.62,94.11,None
O003496,C01747,2024-09-05,129.62,65.99,None
O003497,C01748,2024-01-17,86.69,51.65,Free Shipping
O003498,C01749,2024-03-16,79.98,49.06,Percent Off
O003499,C01749,2024-04-11,90.97,46.69,None
O003500,C01749,2024-07-11,103.06,62.91,None
O003501,C01750,2024-03-07,89.91,57.6,Percent Off
O003502,C01750,2024-04-17,68.94,42.38,None
O003503,C01750,2024-06-08,124.94,71.3,None
O003504,C01751,2024-06-06,123.58,81.77,Free Shipping
O003505,C01751,2024-07-06,95.09,49.29,None
O003506,C01751,2024-07-20,78.17,40.84,None
O003507,C01751,2024-09-08,117.15,72.88,None
O003508,C01751,2024-10-03,116.09,74.67,None
O003509,C01751,2024-07-04,95.23,48.48,None
O003510,C01752,2024-02-06,137.47,68.79,None
O003511,C01753,2024-12-08,81.56,55.71,Percent Off
O003512,C01754,2024-04-16,97.07,50.46,Free Shipping
O003513,C01754,2024-06-27,137.23,70.22,None
O003514,C01754,2024-05-06,117.02,72.28,None
O003515,C01754,2024-05-16,163.22,108.82,None
O003516,C01754,2024-05-17,133.57,86.18,None
O003517,C01754,2024-06-13,98.07,56.63,None
O003518,C01755,2024-07-11,113.62,71.05,BOGOF
O003519,C01755,2024-09-03,87.49,44.55,None
O003520,C01755,2024-11-08,108.37,56.6,None
O003521,C01755,2024-08-25,110.46,73.99,None
O003522,C01755,2024-08-13,75.77,41.46,None
O003523,C01755,2024-08-09,94.29,57.87,None
O003524,C01756,2024-12-03,116.0,70.96,None
O003525,C01757,2024-09-14,95.06,54.09,BOGOF
O003526,C01757,2024-10-30,114.45,68.88,None
O003527,C01757,2024-12-06,141.81,85.22,None
O003528,C01757,2024-11-04,115.44,78.88,None
O003529,C01758,2024-11-18,141.13,74.75,None
O003530,C01759,2024-12-29,102.95,65.38,BOGOF
O003531,C01760,2024-03-09,81.51,48.69,BOGOF
O003532,C01760,2024-05-22,115.26,72.96,None
O003533,C01761,2024-09-11,111.55,65.3,None
O003534,C01762,2024-01-29,105.55,69.33,Percent Off
O003535,C01763,2024-11-10,54.67,31.84,Percent Off
O003536,C01764,2024-06-07,113.01,58.98,None
O003537,C01764,2024-09-08,166.06,83.85,None
O003538,C01764,2024-07-05,128.58,81.66,None
O003539,C01764,2024-07-19,161.37,102.45,None
O003540,C01764,2024-08-11,158.6,89.96,None
O003541,C01764,2024-08-11,142.38,84.96,None
O003542,C01765,2024-01-12,75.87,48.99,Free Shipping
O003543,C01766,2024-12-27,74.67,40.49,Free Shipping
O003544,C01767,2024-02-17,65.21,33.22,Percent Off
O003545,C01768,2024-09-16,59.01,31.68,Percent Off
